Gmt time,Open,High,Low,Close,Volume
06.05.2021 09:00:00.000,4.58128,4.59004,4.57976,4.58930,1776130004.8828
06.05.2021 10:00:00.000,4.58923,4.58923,4.58384,4.58674,1952109985.3516
06.05.2021 11:00:00.000,4.58675,4.59058,4.58230,4.58808,5566459960.9375
06.05.2021 12:00:00.000,4.58809,4.58812,4.57943,4.57991,2005489990.2344
06.05.2021 13:00:00.000,4.57990,4.58185,4.57517,4.57725,1524229980.4688
06.05.2021 14:00:00.000,4.57731,4.57757,4.57359,4.57417,1535599975.5859
06.05.2021 15:00:00.000,4.57418,4.57519,4.57041,4.57286,979359985.3516
06.05.2021 16:00:00.000,4.57299,4.57301,4.57027,4.57139,672419982.9102
06.05.2021 17:00:00.000,4.57139,4.57288,4.57012,4.57158,1835479980.4688
06.05.2021 18:00:00.000,4.57146,4.57324,4.57005,4.57217,871309997.5586
06.05.2021 19:00:00.000,4.57207,4.57207,4.56841,4.56853,265019989.0137
06.05.2021 20:00:00.000,4.56878,4.57047,4.56569,4.56605,1973800048.8281
06.05.2021 21:00:00.000,4.56556,4.56765,4.56325,4.56665,76069999.6948
06.05.2021 22:00:00.000,4.56698,4.56835,4.56696,4.56718,1283609985.3516
06.05.2021 23:00:00.000,4.56826,4.57006,4.56726,4.56799,261250000
07.05.2021 00:00:00.000,4.56807,4.57070,4.56807,4.56909,285350006.1035
07.05.2021 01:00:00.000,4.56909,4.56910,4.56751,4.56827,4018889892.5781
07.05.2021 02:00:00.000,4.56847,4.56867,4.56768,4.56792,5450930175.7813
07.05.2021 03:00:00.000,4.56807,4.56926,4.56781,4.56925,2068850097.6563
07.05.2021 04:00:00.000,4.56925,4.57011,4.56918,4.56953,355619995.1172
07.05.2021 05:00:00.000,4.56951,4.56964,4.56860,4.56882,353209991.4551
07.05.2021 06:00:00.000,4.56935,4.57795,4.56935,4.57694,596859985.3516
07.05.2021 07:00:00.000,4.57683,4.58229,4.57417,4.57818,1788150024.4141
07.05.2021 08:00:00.000,4.57819,4.57875,4.57378,4.57442,1218420043.9453
07.05.2021 09:00:00.000,4.57429,4.58248,4.57401,4.57950,1250979980.4688
07.05.2021 10:00:00.000,4.57950,4.58347,4.57720,4.58254,1048140014.6484
07.05.2021 11:00:00.000,4.58240,4.58694,4.57275,4.57352,2087899902.3438
07.05.2021 12:00:00.000,4.57298,4.57859,4.56633,4.56682,4706879882.8125
07.05.2021 13:00:00.000,4.56669,4.57544,4.55737,4.56032,3440300048.8281
07.05.2021 14:00:00.000,4.56038,4.56143,4.54977,4.55155,2819639892.5781
07.05.2021 15:00:00.000,4.55164,4.55664,4.54791,4.55355,4944459960.9375
07.05.2021 16:00:00.000,4.55357,4.55694,4.55335,4.55371,4373649902.3438
07.05.2021 17:00:00.000,4.55371,4.55557,4.55116,4.55242,4918200195.3125
07.05.2021 18:00:00.000,4.55246,4.55413,4.54957,4.55221,8232089843.75
07.05.2021 19:00:00.000,4.55211,4.55548,4.55061,4.55367,1652239990.2344
07.05.2021 20:00:00.000,4.55367,4.55367,4.54735,4.54849,478750000
07.05.2021 21:00:00.000,4.54849,4.54849,4.54849,4.54849,0
07.05.2021 22:00:00.000,4.54849,4.54849,4.54849,4.54849,0
07.05.2021 23:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 00:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 01:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 02:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 03:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 04:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 05:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 06:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 07:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 08:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 09:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 10:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 11:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 12:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 13:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 14:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 15:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 16:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 17:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 18:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 19:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 20:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 21:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 22:00:00.000,4.54849,4.54849,4.54849,4.54849,0
08.05.2021 23:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 00:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 01:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 02:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 03:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 04:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 05:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 06:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 07:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 08:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 09:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 10:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 11:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 12:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 13:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 14:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 15:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 16:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 17:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 18:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 19:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 20:00:00.000,4.54849,4.54849,4.54849,4.54849,0
09.05.2021 21:00:00.000,4.55210,4.55220,4.54503,4.54503,26250000
09.05.2021 22:00:00.000,4.54504,4.55046,4.54504,4.54806,200440002.4414
09.05.2021 23:00:00.000,4.54913,4.55271,4.54120,4.55131,200000000
10.05.2021 00:00:00.000,4.55131,4.55142,4.54981,4.55112,461000000
10.05.2021 01:00:00.000,4.55111,4.55111,4.54923,4.55041,333000000
10.05.2021 02:00:00.000,4.55042,4.55268,4.54994,4.55257,541690002.4414
10.05.2021 03:00:00.000,4.55263,4.55264,4.55156,4.55170,252000000
10.05.2021 04:00:00.000,4.55172,4.55352,4.55169,4.55275,3821189941.4063
10.05.2021 05:00:00.000,4.55289,4.55380,4.55115,4.55181,4477720214.8438
10.05.2021 06:00:00.000,4.55181,4.55331,4.55006,4.55083,908599975.5859
10.05.2021 07:00:00.000,4.55083,4.55251,4.54953,4.55162,858679992.6758
10.05.2021 08:00:00.000,4.55187,4.56354,4.55116,4.56354,1070349975.5859
10.05.2021 09:00:00.000,4.56382,4.57664,4.56372,4.57351,1239670043.9453
10.05.2021 10:00:00.000,4.57344,4.57376,4.56825,4.56966,1317699951.1719
10.05.2021 11:00:00.000,4.56978,4.57496,4.56937,4.56991,1281300048.8281
10.05.2021 12:00:00.000,4.56992,4.57031,4.55441,4.55813,1528489990.2344
10.05.2021 13:00:00.000,4.55813,4.56342,4.55614,4.56185,1356810058.5938
10.05.2021 14:00:00.000,4.56192,4.56402,4.55611,4.55848,1410560058.5938
10.05.2021 15:00:00.000,4.55844,4.56142,4.55514,4.55920,1794630004.8828
10.05.2021 16:00:00.000,4.55910,4.56047,4.55891,4.55975,171500000
10.05.2021 17:00:00.000,4.55976,4.56030,4.55949,4.55955,49740001.6785
10.05.2021 18:00:00.000,4.55945,4.56216,4.55785,4.56150,457559997.5586
10.05.2021 19:00:00.000,4.56159,4.56179,4.54710,4.55873,3328969970.7031
10.05.2021 20:00:00.000,4.55873,4.56088,4.55585,4.55766,2777830078.125
10.05.2021 21:00:00.000,4.55227,4.55565,4.55168,4.55168,2990000.0095
10.05.2021 22:00:00.000,4.55285,4.55777,4.55188,4.55765,465450012.207
10.05.2021 23:00:00.000,4.55687,4.55970,4.55479,4.55736,1948920043.9453
11.05.2021 00:00:00.000,4.55727,4.56401,4.55335,4.56131,2693229980.4688
11.05.2021 01:00:00.000,4.56138,4.56428,4.56055,4.56377,1612479980.4688
11.05.2021 02:00:00.000,4.56366,4.56420,4.56320,4.56345,507730010.9863
11.05.2021 03:00:00.000,4.56359,4.56390,4.55903,4.55950,1238180053.7109
11.05.2021 04:00:00.000,4.55963,4.56066,4.55880,4.56028,820119995.1172
11.05.2021 05:00:00.000,4.56040,4.56192,4.55747,4.55912,4115279785.1563
11.05.2021 06:00:00.000,4.55989,4.56989,4.55820,4.56949,4021729980.4688
11.05.2021 07:00:00.000,4.56948,4.56990,4.56125,4.56195,829700012.207
11.05.2021 08:00:00.000,4.56200,4.56608,4.56110,4.56190,746280029.2969
11.05.2021 09:00:00.000,4.56188,4.56211,4.55291,4.55349,1529869995.1172
11.05.2021 10:00:00.000,4.55354,4.55519,4.54643,4.54975,1566040039.0625
11.05.2021 11:00:00.000,4.54974,4.55110,4.54637,4.54890,825090026.8555
11.05.2021 12:00:00.000,4.54892,4.55441,4.54877,4.55420,1315500000
11.05.2021 13:00:00.000,4.55439,4.55532,4.54710,4.54778,1595660034.1797
11.05.2021 14:00:00.000,4.54783,4.55113,4.54707,4.54952,1397270019.5313
11.05.2021 15:00:00.000,4.54945,4.54945,4.54677,4.54794,902700012.207
11.05.2021 16:00:00.000,4.54795,4.54832,4.54605,4.54699,367510009.7656
11.05.2021 17:00:00.000,4.54699,4.54699,4.54150,4.54197,494230010.9863
11.05.2021 18:00:00.000,4.54189,4.54200,4.54134,4.54167,311450012.207
11.05.2021 19:00:00.000,4.54186,4.54189,4.53930,4.54013,2994010009.7656
11.05.2021 20:00:00.000,4.54014,4.54409,4.53175,4.53759,1319510009.7656
11.05.2021 21:00:00.000,4.53696,4.53698,4.53226,4.53392,23000000
11.05.2021 22:00:00.000,4.53407,4.53884,4.53243,4.53581,1374930053.7109
11.05.2021 23:00:00.000,4.53698,4.53974,4.53692,4.53861,397130004.8828
12.05.2021 00:00:00.000,4.53902,4.53933,4.53804,4.53858,2896250000
12.05.2021 01:00:00.000,4.53871,4.54032,4.53828,4.53943,2455320068.3594
12.05.2021 02:00:00.000,4.53944,4.54023,4.53881,4.53950,957000000
12.05.2021 03:00:00.000,4.53938,4.54105,4.53881,4.54063,781000000
12.05.2021 04:00:00.000,4.54044,4.54374,4.54035,4.54195,280750000
12.05.2021 05:00:00.000,4.54197,4.54433,4.53954,4.54087,4922970214.8438
12.05.2021 06:00:00.000,4.54089,4.54597,4.53898,4.53950,2248139892.5781
12.05.2021 07:00:00.000,4.53940,4.54256,4.53795,4.53905,810840026.8555
12.05.2021 08:00:00.000,4.53930,4.54546,4.53855,4.54251,677429992.6758
12.05.2021 09:00:00.000,4.54253,4.54456,4.54017,4.54123,1108329956.0547
12.05.2021 10:00:00.000,4.54134,4.54243,4.53823,4.53854,613140014.6484
12.05.2021 11:00:00.000,4.53853,4.54437,4.53556,4.54337,1540160034.1797
12.05.2021 12:00:00.000,4.54352,4.54716,4.53901,4.54287,3584870117.1875
12.05.2021 13:00:00.000,4.54286,4.54845,4.53839,4.54310,2171280029.2969
12.05.2021 14:00:00.000,4.54307,4.54611,4.53795,4.54444,1670979980.4688
12.05.2021 15:00:00.000,4.54439,4.54666,4.54274,4.54660,697609985.3516
12.05.2021 16:00:00.000,4.54648,4.54857,4.54541,4.54800,387750000
12.05.2021 17:00:00.000,4.54790,4.54825,4.54643,4.54766,297149993.8965
12.05.2021 18:00:00.000,4.54746,4.55223,4.54667,4.54929,1354000000
12.05.2021 19:00:00.000,4.54928,4.55519,4.54917,4.55341,2940070068.3594
12.05.2021 20:00:00.000,4.55342,4.55532,4.55172,4.55195,2365659912.1094
12.05.2021 21:00:00.000,4.55194,4.55194,4.53752,4.55108,27750000
12.05.2021 22:00:00.000,4.55137,4.55166,4.55100,4.55105,170500000
12.05.2021 23:00:00.000,4.55132,4.55424,4.55115,4.55200,706210021.9727
13.05.2021 00:00:00.000,4.55201,4.55476,4.55185,4.55198,2465860107.4219
13.05.2021 01:00:00.000,4.55199,4.55435,4.55187,4.55233,2857489990.2344
13.05.2021 02:00:00.000,4.55233,4.55431,4.55187,4.55247,4550490234.375
13.05.2021 03:00:00.000,4.55256,4.55368,4.55188,4.55291,1163339965.8203
13.05.2021 04:00:00.000,4.55291,4.55304,4.55224,4.55288,201000000
13.05.2021 05:00:00.000,4.55288,4.55390,4.55211,4.55239,340000000
13.05.2021 06:00:00.000,4.55238,4.55596,4.54757,4.55001,1494109985.3516
13.05.2021 07:00:00.000,4.54990,4.55115,4.54539,4.54901,2161250000
13.05.2021 08:00:00.000,4.54928,4.55116,4.54174,4.54174,3222419921.875
13.05.2021 09:00:00.000,4.54163,4.54763,4.54033,4.54699,1863150024.4141
13.05.2021 10:00:00.000,4.54690,4.55110,4.54565,4.54657,2600120117.1875
13.05.2021 11:00:00.000,4.54653,4.54767,4.54307,4.54665,2825850097.6563
13.05.2021 12:00:00.000,4.54664,4.54846,4.54221,4.54258,3133370117.1875
13.05.2021 13:00:00.000,4.54249,4.54249,4.52449,4.52563,4243930175.7813
13.05.2021 14:00:00.000,4.52571,4.52750,4.52047,4.52585,2036229980.4688
13.05.2021 15:00:00.000,4.52584,4.52714,4.52326,4.52712,3184629882.8125
13.05.2021 16:00:00.000,4.52700,4.53474,4.51922,4.52610,3924419921.875
13.05.2021 17:00:00.000,4.52613,4.53488,4.52104,4.52734,959739990.2344
13.05.2021 18:00:00.000,4.52724,4.53094,4.52525,4.52753,12162490234.375
13.05.2021 19:00:00.000,4.52752,4.52854,4.52395,4.52647,6494709960.9375
13.05.2021 20:00:00.000,4.52647,4.52740,4.52215,4.52215,2706639892.5781
13.05.2021 21:00:00.000,4.52096,4.52232,4.51747,4.51974,38750000
13.05.2021 22:00:00.000,4.52215,4.52482,4.52215,4.52347,1488469970.7031
13.05.2021 23:00:00.000,4.52359,4.52470,4.52215,4.52289,2588100097.6563
14.05.2021 00:00:00.000,4.52266,4.52636,4.52228,4.52388,1102170043.9453
14.05.2021 01:00:00.000,4.52388,4.52408,4.52229,4.52330,817349975.5859
14.05.2021 02:00:00.000,4.52369,4.52634,4.52336,4.52470,759400024.4141
14.05.2021 03:00:00.000,4.52469,4.52515,4.52372,4.52444,381899993.8965
14.05.2021 04:00:00.000,4.52445,4.52445,4.52327,4.52353,445000000
14.05.2021 05:00:00.000,4.52382,4.52961,4.52382,4.52737,3303030029.2969
14.05.2021 06:00:00.000,4.52764,4.53372,4.52561,4.52905,3100419921.875
14.05.2021 07:00:00.000,4.52915,4.53987,4.52537,4.53436,2129850097.6563
14.05.2021 08:00:00.000,4.53446,4.53772,4.52820,4.53109,1759349975.5859
14.05.2021 09:00:00.000,4.53129,4.53531,4.52967,4.53173,1457109985.3516
14.05.2021 10:00:00.000,4.53174,4.53374,4.52673,4.52806,2101389892.5781
14.05.2021 11:00:00.000,4.52789,4.52798,4.52365,4.52403,1511189941.4063
14.05.2021 12:00:00.000,4.52404,4.52614,4.51787,4.52431,3294120117.1875
14.05.2021 13:00:00.000,4.52421,4.52805,4.52398,4.52601,3053679931.6406
14.05.2021 14:00:00.000,4.52568,4.53303,4.52251,4.52992,2519669921.875
14.05.2021 15:00:00.000,4.52996,4.53206,4.52315,4.52808,5607729980.4688
14.05.2021 16:00:00.000,4.52847,4.53030,4.52405,4.52665,8550709960.9375
14.05.2021 17:00:00.000,4.52664,4.52919,4.52563,4.52733,1614339965.8203
14.05.2021 18:00:00.000,4.52698,4.52980,4.52392,4.52580,7645290039.0625
14.05.2021 19:00:00.000,4.52557,4.52864,4.52062,4.52188,3677379882.8125
14.05.2021 20:00:00.000,4.52208,4.52799,4.52139,4.52316,5164939941.4063
14.05.2021 21:00:00.000,4.52316,4.52316,4.52316,4.52316,0
14.05.2021 22:00:00.000,4.52316,4.52316,4.52316,4.52316,0
14.05.2021 23:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 00:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 01:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 02:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 03:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 04:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 05:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 06:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 07:00:00.000,4.52316,4.52316,4.52316,4.52316,0
15.05.2021 08:00:00.000,4.52316,4.52316,4.52316,4.52316,0
